,suburb,latitude,longitude,distance
496,Padstow,-33.9504502,151.0309,18.81975892991011
497,Padstow Heights,-33.973,151.035,19.83175868726975
498,Pagewood,-33.9406443,151.2154524,7.987157174542011
499,Palm Beach,-33.601111,151.321667,31.466679230415156
500,Panania,-33.95793,151.002,21.568492979354875
501,Parklea,-33.7291,150.919,31.029163361627134
502,Parramatta,-33.8135571,151.003407,20.017872268314953
503,Peakhurst,-33.9654,151.0502,18.19928764777792
504,Peakhurst Heights,-33.981667,151.051111,19.251412861707802
505,Pemulwuy,-33.817,150.926,26.842868728468215
506,Pendle Hill,-33.80739,150.95518,24.487897691518928
507,Pennant Hills,-33.738881,151.0723841,19.19489668519666
508,Penrith,-33.7506759,150.687674,50.04322046710103
509,Penshurst,-33.96334700000001,151.0867644,15.43796226346668
510,Petersham,-33.8962174,151.1541497,5.938178577881959
511,Phillip Bay,-33.9781348,151.2321019,12.307361228540127
512,Picnic Point,-33.96929,151.00624,21.8350731205079
513,Pitt Town,-33.5816502,150.8667511,44.971648689512136
514,Pitt Town Bottoms,-33.5840997,150.8463985,46.135790901959474
515,Pleasure Point,-33.96776,150.978,24.039830590169906
516,Plumpton,-33.7514593,150.8412545,36.47854924607892
517,Point Piper,-33.87045,151.25097,3.8601992120764708
518,Port Botany,-33.976,151.218,11.915760310606942
519,Port Hacking,-34.0630897,151.1268756,22.8555017715959
520,Potts Hill,-33.89,151.03,16.753087344436125
521,Potts Point,-33.86795,151.22411,1.3741318999246863
522,Prairiewood,-33.861,150.9048,28.188541459523847
523,Prestons,-33.9422412,150.8673973,32.652990766654895
524,Prospect,-33.7981153,150.9176528,28.111880632720542
525,Punchbowl,-33.9324629,151.049487,16.380274388961087
526,Putney,-33.827,151.106,10.625848077471021
527,Pymble,-33.7456508,151.1431794,14.97067535047093
528,Pyrmont,-33.8737167,151.1956918,1.370869699042816
529,Quakers Hill,-33.7241591,150.8889765,33.724638043214995
530,Queens Park,-33.901,151.248,5.055798866006732
531,Queenscliff,-33.7825,151.284722,11.850153387216917
532,Raby,-34.0209207,150.8173282,39.9703006978822
533,Ramsgate,-33.98194,151.14007,14.08581413464777
534,Ramsgate Beach,-33.982,151.148,13.774172264970634
535,Randwick,-33.9131545,151.2420352,5.775378093660688
536,Redfern,-33.892963,151.2053979,2.7021469725472254
537,Regents Park,-33.88572,151.02833,16.847080041918357
538,Regentville,-33.7711622,150.6604462,51.953719223393826
539,Revesby,-33.9452471,151.018035,19.615273403064254
540,Revesby Heights,-33.96806,151.01773,20.856178694504084
541,Rhodes,-33.82821,151.08569,12.294382277299409
542,Richards,-33.8811915,151.2099302,1.373537511020304
543,Richmond,-33.6,150.75,51.968123675978504
544,Richmond Lowlands,-33.5824255,150.7504879,53.07776055932077
545,Riverstone,-33.6819,150.8594,38.473964311840255
546,Riverview,-33.82466,151.1622,6.556710679471346
547,Riverwood,-33.95086149999999,151.0523782,17.129289124242653
548,Rockdale,-33.9529076,151.1375572,11.445982050966332
549,Rodd Point,-33.86607,151.14366,6.080777774407584
550,Rookwood,-33.87276,151.05562,14.225452384279729
551,Rooty Hill,-33.7715246,150.843841,35.51285651954242
552,Ropes Crossing,-33.733,150.791,41.5605193866845
553,Rose Bay,-33.8754209,151.265623,5.262773432692817
554,Rosebery,-33.9221918,151.201678,5.961843174369728
555,Rosehill,-33.8239653,151.0212029,18.105113187526396
556,Roselands,-33.9369131,151.074461,14.57972772051882
557,Rosemeadow,-34.107,150.793,46.663946127170355
558,Roseville,-33.7842176,151.1894277,9.562539877193597
559,Roseville Chase,-33.7755896,151.2000449,10.376406563400405
560,Rossmore,-33.9224,150.76964,41.09903983293275
561,Rouse Hill,-33.68162,150.91552,34.22880847956262
562,Royal National Park,-34.0750773,151.0566579,26.877579773889572
563,Rozelle,-33.8638543,151.1701171,3.6667467905289994
564,Ruse,-34.071,150.8423,40.660507939596314
565,Rushcutters Bay,-33.8742991,151.2284588,1.8743329132691022
566,Russell Lea,-33.859471,151.14244,6.272553066430942
567,Rydalmere,-33.8123245,151.0417591,16.724973348808117
568,Ryde,-33.8157466,151.1030164,11.463646650192725
569,Sackville,-33.4876359,150.8696588,52.720922299260515
570,Sackville North,-33.481667,150.884722,52.4398903390097
571,Sadleir,-33.9164233,150.8914686,29.869659966621462
572,Sandringham,-33.9986111,151.1511111,15.36885892147453
573,Sandy Point,-33.976,150.9926,23.29893793119197
574,Sans Souci,-33.98898,151.1393,14.816524673674369
575,Scheyville,-33.6112,150.88291,41.608157744986435
576,Schofields,-33.7,150.8833,35.52805647019352
577,Scotland Island,-33.6395909,151.290404,26.512850022166297
578,Seaforth,-33.796,151.238,8.502924437459528
579,Sefton,-33.88836,151.00713,18.82870688816653
580,Seven Hills,-33.7779167,150.931946,27.584595423182986
581,Shalvey,-33.7270571,150.8057017,40.54699884813219
582,Shanes Park,-33.71118,150.77224,44.09152743208611
583,Silverwater,-33.8339902,151.0482995,15.392136176189794
584,Singletons Mill,-33.4729767,151.0733379,45.68007927731058
585,Smeaton Grange,-34.035,150.757,45.69180147760689
586,Smithfield,-33.8535722,150.9406861,24.913176823110213
587,South Coogee,-33.933,151.259,8.474303457343735
588,South Granville,-33.8577224,151.0107506,18.41305061963708
589,South Hurstville,-33.98,151.1035,15.741093887451662
590,South Maroota,-33.5241,150.9485,45.23879582047228
591,South Penrith,-33.7715054,150.7011034,48.27020173380049
592,South Turramurra,-33.7546,151.113,15.491892188891478
593,South Wentworthville,-33.8178167,150.9692855,22.92294270624919
594,South Windsor,-33.62535,150.80437,46.22748175410001
595,Spring Farm,-34.072,150.718,50.68957623389356
596,St Andrews,-33.873902,151.206346,0.6263100625062905
597,St Clair,-33.7987,150.7824,40.273423639331504
598,St Helens Park,-34.1105,150.8079,45.76152106844528
599,St Ives,-33.72136,151.16844,16.787928189173797
600,St Ives Chase,-33.711,151.1595,18.102406434618935
601,St Johns Park,-33.8847,150.907,28.023175516350598
602,St Leonards,-33.8227402,151.1942171,5.29821120870022
603,St Marys,-33.769979,150.7734575,41.81265897135867
604,St Peters,-33.9155155,151.1746184,6.092340765069263
605,Stanhope Gardens,-33.723,150.926,30.819742575322653
606,Stanmore,-33.8934542,151.1643805,4.973160574146895
607,Strathfield,-33.8774826,151.0823602,11.783535437692887
608,Strathfield South,-33.8943055,151.0830083,12.020318694370896
609,Summer Hill,-33.891841,151.1379367,7.07834116552042
610,Surry Hills,-33.886111,151.211111,1.9252947460287115
611,Sutherland,-34.0297415,151.059275,22.603714876516875
612,Sydenham,-33.9158055,151.1679944,6.461975927176284
613,Sydney Olympic Park,-33.8465088,151.0722137,12.924491598673484
614,Sylvania,-34.0080021,151.1056919,18.168226737833088
615,Sylvania Waters,-34.02318,151.11156,19.359466947208723
616,Tallawong,-33.6916153,150.9060436,34.2819355181434
617,Tamarama,-33.898,151.268,6.322162623756187
618,Taren Point,-34.01909,151.12028,18.588869640862058
619,Telopea,-33.79417,151.03802,17.886382131240936
620,Tempe,-33.925048,151.1604169,7.703167455386946
621,Tennyson,-33.832435,151.116938,9.45221773915596
622,Tennyson Point,-33.832435,151.116938,9.45221773915596
623,Terrey Hills,-33.683,151.223,20.64986726885175
624,The Ponds,-33.703,150.909,33.343613199783995
625,The Rocks,-33.85985,151.20901,0.9952692356889342
626,The Slopes,-33.5328009,150.7069125,59.65102621401427
627,Thornleigh,-33.7261791,151.0841467,19.61198345630769
628,Toongabbie,-33.7841326,150.95429,25.406677231753743
629,Tregear,-33.75,150.7944,40.61326139636001
630,Turramurra,-33.733499,151.1279841,16.79226284146154
631,Turrella,-33.93297,151.14079,9.527807447708822
632,Ultimo,-33.88223,151.19696,1.8748535824142676
633,Varroville,-34.00758,150.8151,39.56084738697561
634,Vaucluse,-33.85582,151.2712,5.906939135299681
635,Villawood,-33.881495,150.9821162,21.06553024338902
636,Vineyard,-33.65021,150.85619,40.71982817999817
637,Voyager Point,-33.959,150.979,23.529332708008134
638,Wahroonga,-33.7186308,151.1103686,19.01169786682409
639,Waitara,-33.7083472,151.1068252,20.17125487534856
640,Wakeley,-33.8762,150.9123,27.49096986312665
641,Wallacia,-33.865,150.64,52.677761501368444
642,Wareemba,-33.8574937,151.1323094,7.233653935877004
643,Warrawee,-33.7289366,151.1218346,17.502291895621912
644,Warriewood,-33.69404,151.30093,21.162742906863674
645,Warwick Farm,-33.911343,150.9381637,25.520322801579027
646,Waterfall,-34.1424139,150.9918338,36.39429941256183
647,Waterloo,-33.9002604,151.2061803,3.499298956520917
648,Watsons Bay,-33.8398183,151.2816573,7.429088763461118
649,Wattle Grove,-33.9492164,150.9424079,26.244148615492627
650,Waverley,-33.899693,151.2554202,5.4712198572813575
651,Waverton,-33.84016,151.19543,3.428123207658144
652,Wedderburn,-34.12612,150.81789,46.066926851634214
653,Wentworth Point,-33.828026,151.0769775,13.05505955503848
654,Wentworthville,-33.8059112,150.9701895,23.205690462702883
655,Werrington,-33.75943,150.74708,44.48124469232267
656,Werrington County,-33.7478023,150.7475824,44.80859134081005
657,Werrington Downs,-33.73910000000001,150.7273,46.892993480369114
658,West Hoxton,-33.93569,150.8308,35.784359984555266
659,West Killara,-33.76864,151.16347,11.894212716262112
660,West Lindfield,-33.7816232,151.1490935,11.162557806176949
661,West Pennant Hills,-33.7529959,151.0257317,21.305166755299382
662,West Pymble,-33.7619959,151.1280668,14.033946853470715
663,West Ryde,-33.8067672,151.0824602,13.608747830195334
664,Westleigh,-33.72299,151.07064,20.652100933165077
665,Westmead,-33.8085661,150.9869597,21.637219245143438
666,Wetherill Park,-33.84975000000001,150.91101,27.68331510189065
667,Whalan,-33.7583,150.8083,39.09808123373456
668,Whale Beach,-33.6131448,151.3304989,30.50189658606242
669,Wheeler Heights,-33.7315,151.28016,16.584768362426537
670,Wilberforce,-33.55944,150.84055,48.43379254754512
671,Wiley Park,-33.9228671,151.0683887,14.346148111038133
672,Willmot,-33.7254,150.79238,41.7568500549531
673,Willoughby,-33.8071059,151.1993737,6.906590380109169
674,Willoughby East,-33.799,151.206,7.750363950367949
675,Windsor,-33.615,150.817222,45.962137251458174
676,Windsor Downs,-33.657,150.81,43.82153368133236
677,Winston Hills,-33.7773471,150.9745309,23.98518031600401
678,Wisemans Ferry,-33.381944,150.985,57.873686835288645
679,Wolli Creek,-33.9299813,151.1534281,8.52792380211484
680,Wollstonecraft,-33.83356,151.19128,4.251543611446659
681,Woodbine,-34.0494108,150.8196748,41.20847387162309
682,Woodcroft,-33.759,150.878,33.003415881190115
683,Woodpark,-33.84182699999999,150.962577,23.027073012937585
684,Woollahra,-33.8864746,151.2422139,3.6207769555199265
685,Woolloomooloo,-33.8704,151.2223,1.215951191192652
686,Woolooware,-34.04788,151.14113,20.837037813183233
687,Woolwich,-33.8417,151.16968,4.742232103238248
688,Woronora,-34.02772,151.04152,23.47752784680865
689,Woronora Heights,-34.030434,151.030555,24.37942874252504
690,Yagoona,-33.9073112,151.0204821,17.980578476017158
691,Yarramundi,-33.6222,150.6709,56.89469795733837
692,Yarrawarrah,-34.0552,151.0321,26.374587657827274
693,Yennora,-33.8627,150.966,22.522323973011122
694,Yowie Bay,-34.04977,151.10334,22.333085197193224
695,Zetland,-33.908,151.2105,4.347321582001209
